freq,sectperf,prof_pos,sex,unit,geo\TIME_PERIOD	1980 	1981 	1982 	1983 	1984 	1985 	1986 	1987 	1988 	1989 	1990 	1991 	1992 	1993 	1994 	1995 	1996 	1997 	1998 	1999 	2000 	2001 	2002 	2003 	2004 	2005 	2006 	2007 	2008 	2009 	2010 	2011 	2012 	2013 	2014 	2015 	2016 	2017 	2018 	2019 	2020 	2021 	2022 	2023 	2024 
A,HES,TOTAL,T,HC,PL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	60349 	64647 	72459 	74765 	76177 	77376 	79539 	81087 	83011 	85745 	86823 	83433 	80162 	80187 	79517 	79261 	80918 	80719 	80130 	80223 	82463 	82282 	93987 	132342 	141877 	140806 	137996 	139680 	141454 	141384 	: 
A,HES,TOTAL,T,HC,PT	: 	: 	3504 	4073 e	4641 	5566 e	6490 	6961 e	7431 	8063 e	8694 	9741 e	10788 	11208 e	11908 e	12098 	13443 e	14788 	16277 e	17766 	18439 e	19112 	20300 e	21488 	22000 e	22512 	25218 e	27924 	48152 b	49168 	50497 	48080 	48998 	55707 b	54626 	55298 	57437 	57838 	61186 	61337 	59370 	59432 	59970 	62405 	: 
A,HES,TOTAL,T,HC,RO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	3229 	2683 	3400 	4952 	5627 	7844 	5587 	5955 	8459 	10234 	12859 	13739 	13889 	17444 	19649 	20363 	22126 	21179 	19461 b	18700 	18716 	18517 	18883 	18965 	19101 	18666 	18282 	19106 	19034 	20103 	20185 	: 
A,HES,TOTAL,T,HC,RS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	12193 	12181 	12810 	13708 	13152 	14312 	13923 	14680 	14284 	14156 	14363 	14279 	14685 	14510 	14912 	15468 	15630 
A,HES,TOTAL,T,HC,RU	: 	: 	: 	: 	: 	: 	: 	: 	: 	168000 	135300 	112700 	89700 	64000 	56818 	52065 	48684 	45837 	41164 	40781 	40787 	43463 e	44135 e	43120 e	43414 e	43500 e	44473 e	49059 e	47595 e	48498 e	53290 e	59454 e	60301 e	59116 e	62283 e	63870 	: 	59729 	64073 	74215 	: 	: 	: 	: 	: 
A,HES,TOTAL,T,HC,SE	: 	: 	: 	: 	: 	: 	: 	22192 	: 	: 	: 	: 	: 	34369 b	: 	44182 	: 	49643 	: 	52480 	: 	51465 	: 	49909 	: 	46151 b	: 	47318 	: 	48121 	: 	54422 	: 	55365 	: 	53534 	: 	37944 	: 	40982 	: 	43507 b	: 	42006 	: 
A,HES,TOTAL,T,HC,SI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	3840 b	4435 	4746 	5099 	3564 	3756 	4026 	4142 	4204 	4013 	3265 	3450 	4695 	4738 	4733 	5186 	5332 	5887 	6216 b	5918 	5494 	5472 	5250 	4614 	5212 	5860 	5729 	5864 	5995 	6005 	6424 	: 
A,HES,TOTAL,T,HC,SK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	9260 	9972 	9578 	11305 	12066 	10912 	11114 	11510 	11192 	11917 	13442 	13199 	14393 	14777 	15060 	17159 	18374 	18974 	18556 	18465 	18136 	17005 	18976 	18783 	19844 	19377 	18802 	19263 	18955 	18961 	: 
A,HES,TOTAL,T,HC,TR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	29167 e	30172 e	34188 e	36013 e	39900 e	44939 e	47158 e	47088 e	50638 e	59294 e	58663 e	62207 e	63861 e	65535 e	67504 e	71019 e	79120 e	80183 e	83281 e	87897 e	95188 e	108478 e	113409 e	126046 e	117252 	142424 	145516 	145024 	155331 	161773 	168108 	176848 	179834 	: 
A,HES,TOTAL,T,HC,UK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	291651 	: 	308753 e	: 	322255 e	329006 e	343045 e	350065 e	355060 e	363134 e	371245 e	377999 e	376094 e	380469 e	: 	: 	: 	: 	: 	: 
A,HES,TOTAL,T,HC,US	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	965442 	972579 	1037272 	1064295 	: 
A,HES,TOT_X_RSE,F,FTE,AT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2733.4 	: 	2775.1 	: 	2890.7 	: 	3072.9 	: 	3032.2 	: 
A,HES,TOT_X_RSE,F,FTE,BA	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	182.7 	182.5 	150 	: 	: 	: 
A,HES,TOT_X_RSE,F,FTE,BE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2772.8 	3579.5 	3332.4 	3331.5 	3355.8 	3495.8 	3213.1 	3830.1 	3684.3 	3717.8 	: 
A,HES,TOT_X_RSE,F,FTE,BG	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	369 	305 	330 	345 	333 	288 	289 	296 	350 	: 
A,HES,TOT_X_RSE,F,FTE,CY	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	30.3 	30.2 	36.8 	42.3 	52.3 	54.3 	55.5 	: 	55.6 	: 
A,HES,TOT_X_RSE,F,FTE,CZ	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2192.6 	2399.4 	2749.5 	2849.7 	2973.6 	3081.6 	2637.4 	2699.9 	3465.7 	3862.7 	3720.8 	3787.7 	3616.2 	3599.4 	3638.3 p
A,HES,TOT_X_RSE,F,FTE,DE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	22583 	: 	22670 	21944 	21766 	21696 	21132 	19533 	19809 	20120 	20496 	20682 	20793 	20349 	20455 	20572 	20948 	21319 	20839.6 	21260.4 b	21110.1 	21593.6 	22028.2 	22890 	24050 d	: 	24637 	: 
A,HES,TOT_X_RSE,F,FTE,DK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	3120 	3235 	3551 	3500 	3368 	3459 p	: 	: 	: 	3720 	: 
A,HES,TOT_X_RSE,F,FTE,EE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	440 	370 	387 	351 	343 	317.7 	281 	258 	264 	: 
A,HES,TOT_X_RSE,F,FTE,EL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	3331 	: 	2312.9 	: 	2742.9 	2830.3 	3099.3 	3420.6 	3432.6 	: 
A,HES,TOT_X_RSE,F,FTE,ES	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	9088.3 	9388.3 	9207.1 	9191.1 	9268.5 	9312.7 	10430 	11218 	12032 	: 
A,HES,TOT_X_RSE,F,FTE,FR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	23264.7 	23671.7 p	: 	: 	: 	: 	: 	: 	: 
A,HES,TOT_X_RSE,F,FTE,HR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	707.2 	716.4 	662.8 	679.8 	805.3 	898.7 	922.2 	804.4 	680.8 	: 
A,HES,TOT_X_RSE,F,FTE,HU	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1434 	1270 	1598 	1959 b	2277 	2393 	2190 	2015 	2016 	: 
A,HES,TOT_X_RSE,F,FTE,IE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	537 	929 	1320 	1499 	1677 	1677 	: 	764 	: 	713 e	: 	: 	: 
A,HES,TOT_X_RSE,F,FTE,IS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	121 	135 u	11 	: 
A,HES,TOT_X_RSE,F,FTE,IT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	15829.4 e	16650.9 e	16649.9 e	16732.7 e	16712.6 e	16213.4 e	16916 e	17460 e	18265 e	: 
A,HES,TOT_X_RSE,F,FTE,LT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	618 	641 	564.9 	561.2 	670.5 	620.6 	667.6 	666.8 	652.9 	: 
A,HES,TOT_X_RSE,F,FTE,LU	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	39.4 	61.4 	: 	69.9 	: 	111.6 	: 	131.5 	: 	140.6 	: 
A,HES,TOT_X_RSE,F,FTE,LV	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	543 	744 	742 	857 	906 	934 	849 	946 	951 	: 
A,HES,TOT_X_RSE,F,FTE,ME	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	35.1 	: 	52.3 	59.7 	33.6 	: 	: 	: 	: 	: 
A,HES,TOT_X_RSE,F,FTE,MK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	90.2 	97.2 	104.4 	82.3 	108.6 	: 	83.3 	: 	: 
A,HES,TOT_X_RSE,F,FTE,MT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	55.3 	60.3 	67.7 	74.7 	70.3 	85.7 	76 	78 	85.7 	84.7 	83 	83 	98 	99 	: 
A,HES,TOT_X_RSE,F,FTE,PL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	4254 	5163.9 	6787.1 	7465.8 	9011 	8906.1 	9688.5 	9900.3 	: 
A,HES,TOT_X_RSE,F,FTE,PT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1280.4 	1409.2 	1592 	1638.4 	1728.8 	1738.3 	1409.1 	1429 	1530.5 	: 
A,HES,TOT_X_RSE,F,FTE,RO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1373 	1308 	1094 	1081 	1031 	1508 	1382 	1456 	1383 	: 
A,HES,TOT_X_RSE,F,FTE,RS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1780.7 	1667.2 	1524.1 	1464.8 	1504.4 	1687 	1637 	1744 	1899 	1844.5 
A,HES,TOT_X_RSE,F,FTE,SE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1703 e	: 	1418 	: 	1462 	: 	1519.3 b	: 	644.9 	: 
A,HES,TOT_X_RSE,F,FTE,SI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	315 	242 	246 	357.7 	386.3 	397.5 	433.7 	383 	379 	: 
A,HES,TOT_X_RSE,F,FTE,SK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	222 	314.1 	213.4 	230 	228.1 	233 	213.9 	218.3 	246.3 	: 
A,HES,TOT_X_RSE,F,FTE,TR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	4860 	5478 	5312 	6081 	6523 	6488 	7700 	7879 	: 
A,HES,TOT_X_RSE,F,HC,AT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	7346 	: 	7307 	: 	7480 	: 	7893 	: 	7950 	: 	7950 	: 
A,HES,TOT_X_RSE,F,HC,BA	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	274 	220 	202 	: 	: 	: 
A,HES,TOT_X_RSE,F,HC,BE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	6682 	7397 	8110 	8392 	8474 	9376 	9585 	8591 	10205 	10286 	10529 	: 
A,HES,TOT_X_RSE,F,HC,BG	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	596 	712 	808 	682 	762 	831 	775 	703 	692 	701 	859 	: 
A,HES,TOT_X_RSE,F,HC,CH	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	12477 	: 	: 	10871 	: 	11424 	: 	11818 	: 	12241 	12507 	12913 	: 
A,HES,TOT_X_RSE,F,HC,CY	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	91 	89 	84 	83 	86 	96 	119 	121 	123 	: 	124 	: 
A,HES,TOT_X_RSE,F,HC,CZ	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	4589 	4922 	5218 	5473 	5380 	5790 	4951 	5307 	6213 	6070 	6204 	6429 	5994 	5990 d	6089 dp
A,HES,TOT_X_RSE,F,HC,DE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	44885 	43147 	45279 	45138 	46013 	47208 	48358 	47420 	47429 	47555 	49777 	49998 	49419 	49319 b	49343 	50258 	51056 	52466 	54392 d	: 	55183 	: 
A,HES,TOT_X_RSE,F,HC,DK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	6717 	4608 	5642 	5682 	5725 	5754 	5653 p	: 	: 	: 	6742 	: 
A,HES,TOT_X_RSE,F,HC,EE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	948 	1033 	947 	849 	815 	766 	807 	914 	947 	708 	722 	: 
A,HES,TOT_X_RSE,F,HC,EL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	11641 	: 	10983 	: 	9200 	: 	11138 	11562 	11549 	11397 	12305 	: 
A,HES,TOT_X_RSE,F,HC,ES	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	18289 	17902 	17975 	17566 	17895 	17806 	18231 	18271 	19093 	19734 	20931 	: 
A,HES,TOT_X_RSE,F,HC,FI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	3415 	: 	3036 	3080 	3232 	3497 	3445 	3701 	4801 d	4809 d	4835 	: 
A,HES,TOT_X_RSE,F,HC,FR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	23549 	: 	: 	34223 	33877 p	: 	: 	37530 	36008 	37459 	38823 	: 
A,HES,TOT_X_RSE,F,HC,HR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1382 	1223 	1544 	1616 	1582 	1701 	1926 	2049 	2177 	1910 	1796 	: 
A,HES,TOT_X_RSE,F,HC,HU	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	5350 	4808 	4684 	4396 	4731 	4837 b	5590 	5322 	4996 	4661 	4857 	: 
A,HES,TOT_X_RSE,F,HC,IE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2724 	2422 	2119 	2061 	2002 	2147 	: 	1084 	: 	1138 e	: 	862 e	: 
A,HES,TOT_X_RSE,F,HC,IS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	351 	315 	: 	: 	458 	492 u	533 	: 
A,HES,TOT_X_RSE,F,HC,IT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	36334 	32146 	34863 e	34389 e	34575 e	34547 e	34600 e	33798 e	34787 e	35782 e	37357 e	: 
A,HES,TOT_X_RSE,F,HC,JP	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	41771 d	43615 d	44281 d	45205 d	46200 d	46801 d	48067 d	48931 d	49043 d	57198 d	57738 d	59252 d	: 
A,HES,TOT_X_RSE,F,HC,KR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	35966 	33833 	35841 	33922 	34288 	34533 	35590 	36400 	40627 	45100 	51372 	54493 	: 
A,HES,TOT_X_RSE,F,HC,LT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1859 	1724 	1612 	1488 	1441 	1414 	1512 	1517 	1525 	1810 	1779 	: 
A,HES,TOT_X_RSE,F,HC,LU	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	51 	51 	85 	: 	92 	: 	154 	: 	163 	: 	186 	: 
A,HES,TOT_X_RSE,F,HC,LV	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	984 	1020 	1298 	1440 	1590 	1865 	2006 	2141 	1793 	2343 	2382 	: 
A,HES,TOT_X_RSE,F,HC,ME	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	245 	153 d	: 	225 	257 	178 	: 	: 	: 	: 	: 
A,HES,TOT_X_RSE,F,HC,MK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	141 	174 	215 	244 	255 	242 	227 	269 	: 	241 	: 	: 
A,HES,TOT_X_RSE,F,HC,MT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	166 	181 	203 	214 	203 	257 	228 	234 	257 	254 	249 	248 	293 	298 	: 
A,HES,TOT_X_RSE,F,HC,NL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	7268 b	7429 	7435 	7359 	7734 	7951 	8398 	9191 	9556 	9419 	10136 	: 
A,HES,TOT_X_RSE,F,HC,NO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	5488 	5524 	5853 	6235 	6323 	6237 	6302 	5957 	6813 	7057 	7010 	: 
A,HES,TOT_X_RSE,F,HC,PL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	6823 	7090 	7218 	9198 	12699 	16840 	18117 	20890 	20691 	21746 	21765 	: 
A,HES,TOT_X_RSE,F,HC,PT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1918 b	1726 	1882 	2049 	2186 	2258 	2410 	2384 	1921 	1891 	1970 	: 
A,HES,TOT_X_RSE,F,HC,RO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2225 	2166 	2180 	2291 	2108 	2202 	2121 	2486 	2399 	2755 	2600 	: 
A,HES,TOT_X_RSE,F,HC,RS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1959 	999 	1881 	1748 	1631 	1599 	1709 	1896 	1815 	1923 	2076 	2003 
A,HES,TOT_X_RSE,F,HC,SE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	7877 	: 	5787 	: 	2266 	: 	2470 	: 	2530 b	: 	1230 	: 
A,HES,TOT_X_RSE,F,HC,SI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	791 	742 	715 	558 	532 	692 	676 	729 	752 	634 	654 	: 
A,HES,TOT_X_RSE,F,HC,SK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	382 	325 	333 	713 	621 	711 	577 	558 	655 	598 	582 	: 
A,HES,TOT_X_RSE,F,HC,TR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	8891 	9849 	9405 	10593 	10648 	11882 	11743 	12201 	: 
A,HES,TOT_X_RSE,F,HC,UK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	8777 e	6760 	8739 e	8029 e	8837 e	8849 e	: 	: 	: 	: 	: 	: 
